fid,OBJECTID,PLANT_CODE,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OPERATOR,OPERAT_ID,OPER_CAP,SUMMER_CAP,WINTER_CAP,PLAN_CAP,RETIRE_CAP,GEN_UNITS,PLAN_UNIT,RETIR_UNIT,PRIM_FUEL,SEC_FUEL,COAL_USED,NGAS_USED,OIL_USED,NET_GEN,CAP_FACTOR,SUB_1,SUB_2,LINES,SOURCE_LAT,SOURC_LONG,IDint,Gross Load,Steam Load,SO2 Mass (,CO2 Mass (,NOx Mass (,Heat Input,Disadvanta,Not Disadv,Tract Stat
4,"982","2490",ARTHUR KILL GENERATING STATION,4401 VICTORY BLVD,STATEN ISLAND,NY,"10314",NOT AVAILABLE,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,RICHMOND,"36085",USA,40.591916459000061,-74.199843913999985,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/11,arthurkill.com,NRG ARTHUR KILL OPERATIONS INC,"13192",895.500000000000000,866.399999999999977,881.799999999999955,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,9760256.000000000000000,0.000000000000000,870379.000000000000000,0.114679516774392,FRESH KILLS,NOT AVAILABLE,1.000000000000000,40.591563999999998,-74.200035000000000,"2490",2554317.500000000000000,402041.500000000000000,7.833000000000000,1579839.449999999953434,1416.933999999999969,26616147.899999998509884,"0","1",Not Disadvantaged
6,"984","2493",EAST RIVER,801 EAST 14TH STREET,NEW YORK,NY,"10009",(800) 752-6633,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,NEW YORK,"36061",USA,40.728077485000036,-73.973748408999938,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/11,http://www.coned.com/,CONSOLIDATED EDISON CO-NY INC,"4226",716.200000000000045,639.600000000000023,732.600000000000023,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,33744127.000000000000000,6631.000000000000000,3120898.998999999370426,0.557015336176149,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.728099999999998,-73.974199999999996,"2493",,7143698.500000000931323,677.967999999999961,910501.775000000023283,1691.558999999999969,13523958.550000000745058,"0","1",Not Disadvantaged
11,"990","2500",RAVENSWOOD,38-54 VERNON BLVD,LONG ISLAND,NY,"11101",(718) 706-2707,"NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,QUEENS,"36081",USA,40.759461653000074,-73.946138521999956,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,http://www.transcanada.com/docs/Our_Businesses/ravenswood.pdf,"HELIX RAVENSWOOD, LLC","61130",2461.800000000000182,2241.000000000000000,2327.699999999999818,316.000000000000000,179.099999999999994,15.000000000000000,3.000000000000000,7.000000000000000,NG,MWH,0.000000000000000,17847460.000000000000000,0.000000000000000,2078237.013000000035390,0.105864198193077,VERNON,NOT AVAILABLE,1.000000000000000,40.759166999999998,-73.946111000000002,"2500",5368752.250000000000000,1281862.750000000000000,2646.429000000000087,3640143.362000000197440,4289.395000000000437,58212762.229999996721745,"0","1",Not Disadvantaged
15,"994","2511",E F BARRETT,MCCARTHY ROAD,ISLAND PARK,NY,"11558",NOT AVAILABLE,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,NASSAU,"36059",USA,40.616834334000032,-73.647803942999985,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",669.200000000000045,653.600000000000023,725.200000000000045,0.000000000000000,18.000000000000000,13.000000000000000,0.000000000000000,1.000000000000000,NG,DFO,0.000000000000000,15394959.000000000000000,18205.000000000000000,1385046.019000000087544,0.241906787242277,E F BARRETT,NOT AVAILABLE,1.000000000000000,40.616689000000001,-73.647880999999998,"2511",1791410.500000000000000,,783.038999999999987,1223069.266999999992549,1341.390000000000100,20448509.199999999254942,"0","1",Not Disadvantaged
18,"997","2514",GLENWOOD,200 SHORE ROAD,GLENWOOD LANDING,NY,"11547",(800) 642-4272,"NATURAL GAS STEAM TURBINE; PETROLEUM LIQUIDS",OP,NASSAU,"36059",USA,40.827178562000029,-73.647455187999981,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/08,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",110.000000000000000,104.099999999999994,123.700000000000003,0.000000000000000,228.000000000000000,2.000000000000000,0.000000000000000,2.000000000000000,NG,DFO,0.000000000000000,0.000000000000000,4828.000000000000000,1308.000000000000000,0.001434342636822,GLENWOOD LANDING,NOT AVAILABLE,1.000000000000000,40.827148999999999,-73.647473000000005,"2514",868592.750000000000000,,2.775000000000000,549627.599999999976717,457.363000000000000,9576012.224999999627471,"0","1",Not Disadvantaged
20,"999","2516",NORTHPORT,EATON'S NECK ROAD,NORTHPORT,NY,"11768",(800) 642-4272,"NATURAL GAS STEAM TURBINE; PETROLEUM LIQUIDS",OP,SUFFOLK,"36103",USA,40.923243151000065,-73.342144116999961,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/08,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",1564.000000000000000,1604.000000000000000,1601.700000000000045,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,30479078.999999996274710,29972.000000000000000,2952642.994000000413507,0.210136971640533,NORTHPORT,NOT AVAILABLE,1.000000000000000,40.923565000000004,-73.342322999999993,"2516",7708832.000000000000000,,25488.149000000001251,6029315.148000000044703,7623.694999999999709,77652148.980000004172325,"0","1",Not Disadvantaged
21,"1000","2517",PORT JEFFERSON,BEACH STREET,PORT JEFFERSON,NY,"11776",(800) 642-4272,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE; PETROLEUM LIQUIDS",OP,SUFFOLK,"36103",USA,40.949617423000063,-73.078177247999974,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/08,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",498.000000000000000,480.600000000000023,494.300000000000011,0.000000000000000,92.000000000000000,5.000000000000000,0.000000000000000,2.000000000000000,NG,RFO,0.000000000000000,5721749.000000000931323,63515.000000000000000,550036.001999999978580,0.130648143872671,UNKNOWN129212,NOT AVAILABLE,1.000000000000000,40.949696000000003,-73.078507000000002,"2517",1833411.250000000000000,,4904.298999999999978,1385573.100000000093132,1297.018000000000029,19197845.550000000745058,"0","1",Not Disadvantaged
24,"1003","2521",WEST BABYLON,11 BAHAMA STREET,WEST BABYLON,NY,"11704",(800) 642-4272,PETROLEUM LIQUIDS,RE,SUFFOLK,"36103",USA,40.695469188000061,-73.349378110999965,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/08,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52.399999999999999,0.000000000000000,0.000000000000000,1.000000000000000,DFO,NOT AVAILABLE,0.000000000000000,0.000000000000000,4652.000000000000000,1592.000000000000000,0.000000000000000,WEST BABYLON,NOT AVAILABLE,1.000000000000000,40.695484999999998,-73.348573000000002,"2521",2062.000000000000000,,,,16.428999999999998,27381.500000000000000,"0","1",Not Disadvantaged
27,"1011","2535",CAYUGA OPERATING COMPANY,228 CAYUGA DR,LANSING,NY,"14882",NOT AVAILABLE,CONVENTIONAL STEAM COAL,RE,TOMPKINS,"36109",USA,42.601951499000045,-76.634431878999990,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,http://www.lansingstar.com/news-page/10362-cayuga-power-plant-to-run-at-least-3-12-more-years,"CAYUGA OPERATING COMPANY, LLC","22125",-999999.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,322.500000000000000,0.000000000000000,0.000000000000000,2.000000000000000,BIT,DFO,41669.000000000000000,0.000000000000000,1960.000000000000000,82107.000000000000000,-999999.000000000000000,CAYUGA OPERATING COMPANY,NOT AVAILABLE,1.000000000000000,42.602800000000002,-76.633600000000001,"2535",,16940785.750000000000000,2496.903999999999996,2401891.049000000115484,3576.704999999999927,23410299.079999998211861,"0","1",Not Disadvantaged
28,"1012","2539",BETHLEHEM ENERGY CENTER,ROUTE 144 RIVER ROAD,GLENMONT,NY,"12077",(518) 436-5027,"NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS STEAM TURBINE",OP,ALBANY,"36001",USA,42.593718826000043,-73.763429131999942,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,https://www.pseg.com/family/power/fossil/stations/bethlehem.jsp,PSEG POWER NEW YORK INC,"14294",893.100000000000023,817.000000000000000,924.700000000000045,0.000000000000000,400.000000000000000,4.000000000000000,0.000000000000000,4.000000000000000,NG,KER,0.000000000000000,33696010.000000000000000,0.000000000000000,4975715.000000000000000,0.695231328560330,BETHLEHEM ENERGY CENTER,NOT AVAILABLE,1.000000000000000,42.594195999999997,-73.763751999999997,"2539",363977.409999999974389,,2548.871000000000095,336271.788999999989755,453.529999999999973,4282501.662999999709427,"0","1",Not Disadvantaged
30,"1055","2594",OSWEGO HARBOR POWER,261 WASHINGTON BLVD.,OSWEGO,NY,"13126",(315) 349-2341,"NATURAL GAS STEAM TURBINE; PETROLEUM LIQUIDS",OP,OSWEGO,"36075",USA,43.458609707000051,-76.531499799999949,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/06/11,www.oswegopower.com,NRG OSWEGO HARBOR POWER OPERATIONS INC,"13923",1803.599999999999909,1564.400000000000091,1642.000000000000000,0.000000000000000,92.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,RFO,NG,0.000000000000000,59122.000000000000000,81386.000000000000000,22540.000000000000000,0.001644757965182,OSWEGO,NOT AVAILABLE,1.000000000000000,43.458599999999997,-76.531899999999993,"2594",573365.920000000041910,,2997.306000000000040,522032.390000000013970,653.308999999999969,6464924.919999999925494,"1","0",Disadvantaged
31,"1080","2625",BOWLINE POINT,140 SAMSONDALE AVE.,WEST HAVERSTRAW,NY,"10993",(609) 524-4500,"NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS STEAM TURBINE",OP,ROCKLAND,"36087",USA,41.205437157000063,-73.967224357999953,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/11,http://www.nrg.com/,"GENON BOWLINE, LLC","64082",1242.000000000000000,1137.000000000000000,1145.000000000000000,0.000000000000000,750.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,NG,DFO,0.000000000000000,6953535.000000000000000,0.000000000000000,660492.000000000000000,0.066313658871580,BOWLINE POINT,NOT AVAILABLE,1.000000000000000,41.204400000000000,-73.968900000000005,"2625",1785455.500000000000000,,1991.861000000000104,1520583.875000000000000,2241.722000000000207,21296934.230000000447035,"1","0",Disadvantaged
32,"1082","2628",HILLBURN,SIX 4TH STREET,HILLBURN,NY,"10931",NOT AVAILABLE,NATURAL GAS FIRED COMBUSTION TURBINE,OP,ROCKLAND,"36087",USA,41.125937688000079,-74.163529285999971,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,NOT AVAILABLE,"ALLIANCE NYGT, LLC","56142",46.500000000000000,33.100000000000001,43.799999999999997,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,KER,0.000000000000000,3312.000000000000000,0.000000000000000,202.000000000000000,0.000696657423885,HILLBURN,NOT AVAILABLE,1.000000000000000,41.126899999999999,-74.165300000000002,"2628",2300.630000000000109,,,,8.233000000000002,36567.567999999999302,"0","1",Not Disadvantaged
34,"1086","2632",SHOEMAKER,71 DOLSON AVE.,MIDDLETOWN,NY,"10940",NOT AVAILABLE,NATURAL GAS FIRED COMBUSTION TURBINE,OP,ORANGE,"36071",USA,41.427603969000074,-74.418546521999986,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,NOT AVAILABLE,"ALLIANCE NYGT, LLC","56142",41.899999999999999,33.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,KER,0.000000000000000,1579.000000000000000,0.000000000000000,91.000000000000000,0.000314791753148,SHOEMAKER,NOT AVAILABLE,1.000000000000000,41.427799999999998,-74.418599999999998,"2632",16096.659999999999854,,,,73.658000000000001,323635.846000000019558,"0","1",Not Disadvantaged
41,"1099","2682",S A CARLSON,136 STEELE STREET,JAMESTOWN,NY,"14702",(716) 661-1660,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,CHAUTAUQUA,"36013",USA,42.093282363000071,-79.247942607999946,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/11,http://www.jamestownbpu.com/electric/history.php,JAMESTOWN BOARD OF PUBLIC UTIL,"9645",96.299999999999997,87.000000000000000,92.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,626708.000000000000000,0.000000000000000,74994.000000000000000,0.098401826484018,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,42.093299999999999,-79.247799999999998,"2682",2344.750000000000000,1431410.000000000000000,3222.809000000000196,248056.500999999989290,507.230000000000018,2427822.950000000186265,"1","0",Disadvantaged
43,"1587","6082",SOMERSET OPERATING CO LLC,7725 LAKE ROAD,BARKER,NY,"14012",NOT AVAILABLE,CONVENTIONAL STEAM COAL,RE,NIAGARA,"36063",USA,43.359244258000047,-78.604541739999945,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/08,NOT AVAILABLE,SOMERSET OPERATING CO LLC,"22129",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,655.100000000000023,0.000000000000000,0.000000000000000,1.000000000000000,BIT,PC,63711.000000000000000,0.000000000000000,4182.000000000000000,145585.997000000003027,0.000000000000000,SOMERSET OPERATING CO LLC,NOT AVAILABLE,1.000000000000000,43.358888999999998,-78.604721999999995,"6082",5809389.000000000000000,,6685.119999999999891,5399891.400000000372529,7658.970000000000255,52630513.329999998211861,"0","1",Not Disadvantaged
44,"1788","7146",WADING RIVER,NORTH COUNTRY ROAD,SHOREHAM,NY,"11786",(800) 642-4272,PETROLEUM LIQUIDS,OP,SUFFOLK,"36103",USA,40.956930000000057,-72.877409999999941,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",238.500000000000000,240.599999999999994,296.500000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,DFO,NOT AVAILABLE,0.000000000000000,0.000000000000000,83449.000000000000000,36483.000000000000000,0.017309750737312,WADING RIVER GAS TURBINES,NOT AVAILABLE,1.000000000000000,40.956932000000002,-72.877410999999995,"7146",239316.000000000000000,,,,442.291999999999973,2811280.500000000000000,"0","1",Not Disadvantaged
45,"1826","7314",RICHARD M FLYNN,607 UNION AVE,HOLTSVILLE,NY,"11742",(800) 572-1131,"ALL OTHER; NATURAL GAS FIRED COMBINED CYCLE",OP,SUFFOLK,"36103",USA,40.815800000000024,-73.063999999999965,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://www.nypa.gov/facilities/flynn.htm,NEW YORK POWER AUTHORITY,"15296",170.000000000000000,136.900000000000006,162.699999999999989,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,4474720.000000000000000,1482.000000000000000,561483.996000000042841,0.468198294925803,RICHARD M FLYNN,NOT AVAILABLE,1.000000000000000,40.815800000000003,-73.063999999999993,"7314",802043.760000000009313,,49.374000000000002,575624.011000000056811,177.782999999999987,9481138.877000000327826,"0","1",Not Disadvantaged
47,"2000","7869",GLENWOOD LANDING,400 SHORE ROAD,GLENWOOD LANDING,NY,"11547",(800) 642-4272,"NATURAL GAS FIRED COMBUSTION TURBINE; PETROLEUM LIQUIDS",OP,NASSAU,"36059",USA,40.827943160000075,-73.647861366999962,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",122.000000000000000,97.700000000000003,111.599999999999994,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,1043000.000000000000000,1541.000000000000000,106375.005000000019209,0.124291355281053,GLENWOOD LANDING,NOT AVAILABLE,1.000000000000000,40.827500000000001,-73.647800000000004,"7869",691.000000000000000,,,,3.026000000000000,13660.500000000000000,"0","1",Not Disadvantaged
48,"2024","7909",VERNON BOULEVARD,42-30 VERNON BLVD,LONG ISLAND CITY,NY,"11427",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,QUEENS,"36081",USA,40.753700000000038,-73.950799999999958,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",94.000000000000000,79.900000000000006,79.900000000000006,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,699590.000000000116415,0.000000000000000,64269.000000000000000,0.091822826478303,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.753700000000002,-73.950800000000001,"7909",9337.399999999999636,,0.028000000000000,5516.448999999999614,1.907000000000000,92815.150999999998021,"0","1",Not Disadvantaged
49,"2025","7910",JOSEPH J SEYMOUR POWER PROJECT,23RD &3RD AVE,BROOKLYN,NY,"11232",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,KINGS,"36047",USA,40.663100000000043,-73.999999999999929,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",94.000000000000000,79.900000000000006,79.900000000000006,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,1095877.000000000000000,0.000000000000000,102135.000000000000000,0.145922985924186,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.663100000000000,-74.000000000000000,"7910",20240.909999999999854,,0.058000000000000,11529.852000000000771,2.822000000000000,194011.497000000003027,"0","1",Not Disadvantaged
50,"2026","7912",BRENTWOOD,WILLIAM FLOYD PKWY,LONG ISLAND,NY,"11717",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,SUFFOLK,"36103",USA,40.787039875000062,-73.293650718999970,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",47.000000000000000,43.799999999999997,46.299999999999997,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,828472.000000000000000,0.000000000000000,80504.000000000000000,0.209816309084464,BRENTWOOD,NOT AVAILABLE,1.000000000000000,40.787061999999999,-73.293412000000004,"7912",8488.370000000000800,,0.025000000000000,4922.595000000000255,1.908000000000000,82835.144000000000233,"1","0",Disadvantaged
51,"2027","7913",HELL GATE,910 E 134TH ST. LOCUST AVE,BRONX,NY,"10454",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,BRONX,"36005",USA,40.799000000000035,-73.909399999999948,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",94.000000000000000,79.900000000000006,79.900000000000006,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,640070.000000000116415,0.000000000000000,58879.000000000000000,0.084121990387528,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.798999999999999,-73.909400000000005,"7913",20871.790000000000873,,0.062000000000000,12256.351000000000568,3.192000000000000,206242.296999999991385,"1","0",Disadvantaged
52,"2028","7914",HARLEM RIVER YARD,680-780E 132ND ST,BRONX,NY,"10454",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,BRONX,"36005",USA,40.799100000000067,-73.915599999999984,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",94.000000000000000,79.900000000000006,79.900000000000006,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,603814.000000000116415,0.000000000000000,54695.000000000000000,0.078144198512981,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.799100000000003,-73.915599999999998,"7914",33851.319999999999709,,0.100000000000000,19893.915000000000873,6.675000000000000,334755.957999999984168,"1","0",Disadvantaged
53,"2029","7915",NORTH 1ST,NORTH 1ST & GRAND 47-79 RIVER,BROOKLYN,NY,"11211",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,KINGS,"36047",USA,40.717045957000039,-73.966371478999974,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",47.000000000000000,45.899999999999999,46.600000000000001,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,505867.000000000058208,0.000000000000000,47089.000000000000000,0.117112344684195,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.717100000000002,-73.966399999999993,"7915",6046.210000000000036,,0.017000000000000,3412.998000000000047,1.663000000000000,57424.017999999996391,"0","1",Not Disadvantaged
54,"2088","8006",ROSETON GENERATING FACILITY,992 RIVER ROAD,NEWSBURGH,NY,"12550",(832) 209-2400,NATURAL GAS STEAM TURBINE,OP,ORANGE,"36071",USA,41.570965036000075,-73.975135196999986,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2017/03/14,http://www.danskammerenergy.com/,CCI ROSETON LLC,"5511",1242.000000000000000,1193.200000000000045,1206.500000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,RFO,0.000000000000000,1242734.000000000000000,6688.000000000000000,108681.997000000003027,0.010397771255532,ROSETON,NOT AVAILABLE,1.000000000000000,41.573782999999999,-73.966268999999997,"8006",2636113.500000000000000,,15590.808999999999287,2684372.674999999813735,3638.014000000000124,33568133.530000001192093,"0","1",Not Disadvantaged
