fid,OBJECTID,PLANT_CODE,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OPERATOR,OPERAT_ID,OPER_CAP,SUMMER_CAP,WINTER_CAP,PLAN_CAP,RETIRE_CAP,GEN_UNITS,PLAN_UNIT,RETIR_UNIT,PRIM_FUEL,SEC_FUEL,COAL_USED,NGAS_USED,OIL_USED,NET_GEN,CAP_FACTOR,SUB_1,SUB_2,LINES,SOURCE_LAT,SOURC_LONG,IDint,Gross Load,Steam Load,SO2 Mass (,CO2 Mass (,NOx Mass (,Heat Input,Disadvanta,Not Disadv,Tract Stat
55,"2089","8007",HOLTSVILLE,180A MORRIS AVE,HOLTSVILLE,NY,"11742",(800) 642-4272,PETROLEUM LIQUIDS,OP,SUFFOLK,"36103",USA,40.816977043000065,-73.066258115999972,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2019/01/22,https://www1.nationalgridus.com/CorporateHub,NATIONAL GRID GENERATION LLC,"56505",567.000000000000000,532.299999999999955,649.200000000000045,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,KER,NOT AVAILABLE,0.000000000000000,0.000000000000000,124238.000000000000000,47051.000000000000000,0.010090397748377,HOLTSVILLE MGU,NOT AVAILABLE,1.000000000000000,40.817036999999999,-73.066265000000001,"8007",165974.000000000000000,,,,787.745999999999981,2303849.600000000093132,"0","1",Not Disadvantaged
57,"2114","8053",POUCH,143 EDGEWATER STREET,STATEN ISLAND,NY,"10305",(800) 572-1131,NATURAL GAS FIRED COMBUSTION TURBINE,OP,RICHMOND,"36085",USA,40.618200000000058,-74.068489999999940,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nypa.gov/facilities/powernow.htm,NEW YORK POWER AUTHORITY,"15296",47.000000000000000,45.600000000000001,46.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,622001.999999999883585,0.000000000000000,59972.000000000000000,0.150134182488184,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.618200000000002,-74.068489999999997,"8053",1394.420000000000073,,0.004000000000000,834.922000000000025,0.699000000000000,14050.699000000000524,"1","0",Disadvantaged
58,"2130","8906",ASTORIA GENERATING STATION,18-01 20TH AVENUE,ASTORIA,NY,"11105",(212) 792-0800,"NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE",OP,QUEENS,"36081",USA,40.787508040000034,-73.912845215999937,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,http://www.uspowergen.com/portfolio/,U S POWER GENERATING COMPANY LLC,"54863",1345.000000000000000,1313.400000000000091,1319.500000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,NG,RFO,0.000000000000000,8596703.000000000000000,10165.000000000000000,697418.003000000026077,0.060616664598070,NORTH QUEENS,UNKNOWN172523,1.000000000000000,40.787674000000003,-73.912560999999997,"8906",3534725.000000000000000,,2241.534000000000106,2977996.149999999441206,3472.347000000000207,44090408.929999999701977,"0","1",Not Disadvantaged
60,"2192","10190",CASTLETON ENERGY CENTER,1902 RIVER ROAD,CASTLETON,NY,"12033",NOT AVAILABLE,NATURAL GAS FIRED COMBINED CYCLE,OP,RENSSELAER,"36083",USA,42.539689096000075,-73.745225205999986,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,NOT AVAILABLE,FORTISTAR CASTLETON POWER,"60741",72.000000000000000,67.700000000000003,76.599999999999994,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,718371.000000000000000,0.000000000000000,77101.000000000000000,0.130007149457383,CASTLETON ENERGY CENTER,NOT AVAILABLE,1.000000000000000,42.537500000000001,-73.743300000000005,"10190",342951.659999999974389,,0.593000000000000,117511.652000000001863,96.069999999999993,2842141.208999999798834,"0","1",Not Disadvantaged
62,"2328","10617",CH RESOURCES BEAVER FALLS,9644 MAIN ST,BEAVER FALLS,NY,"13305",(312) 676-0700,NATURAL GAS FIRED COMBINED CYCLE,OP,LEWIS,"36049",USA,43.885937264000063,-75.433819711999945,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://www.lakesideenergy.com/news-announcements/103-lakeside-energy-agrees-to-acquire-two-combined-cycle-power-plants-from-wps-empire-state,LAKESIDE BEAVER FALLS LLC,"58338",107.799999999999997,79.400000000000006,91.400000000000006,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,20259.000000000000000,0.000000000000000,2095.000000000000000,0.003012030870800,CH RESOURCES BEAVER FALLS,NOT AVAILABLE,1.000000000000000,43.886099999999999,-75.434200000000004,"10617",80399.750000000014552,,,,8.843999999999999,999657.599999999976717,"1","0",Disadvantaged
63,"2329","10620",CARTHAGE ENERGY LLC,701 WEST END AVE,CARTHAGE,NY,"13619",NOT AVAILABLE,NATURAL GAS FIRED COMBINED CYCLE,OP,JEFFERSON,"36045",USA,43.985373172000038,-75.622704404999979,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,NOT AVAILABLE,CARTHAGE ENERGY LLC,"3085",62.899999999999999,61.100000000000001,66.500000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,44897.000000000000000,0.000000000000000,4627.000000000000000,0.008644784730474,WEST END DAM HYDROELECTRIC PROJECT,NOT AVAILABLE,1.000000000000000,43.984200000000001,-75.622500000000002,"10620",55095.949999999997090,,0.332000000000000,38874.014000000002852,47.033999999999999,655219.594000000040978,"1","0",Disadvantaged
64,"2330","10621",CH RESOURCES SYRACUSE,300 BELLE ISLAND ROAD,SOLVAY,NY,"13209",(312) 676-0700,NATURAL GAS FIRED COMBINED CYCLE,OP,ONONDAGA,"36067",USA,43.066842780000059,-76.224703415999954,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://www.lakesideenergy.com/news-announcements/103-lakeside-energy-agrees-to-acquire-two-combined-cycle-power-plants-from-wps-empire-state,LAKESIDE SYRACUSE LLC,"58337",102.700000000000003,85.099999999999994,102.099999999999994,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,50505.000000000000000,0.000000000000000,5526.000000000000000,0.007412713487758,CH RESOURCES SYRACUSE,NOT AVAILABLE,1.000000000000000,43.066400000000002,-76.214399999999998,"10621",104739.000000000000000,,0.312000000000000,46911.925000000002910,8.679000000000000,789310.974999999976717,"0","1",Not Disadvantaged
65,"2357","10725",SELKIRK COGEN,24 POWER PARK DRIVE,SELKIRK,NY,"12158",(315) 448-2266,NATURAL GAS FIRED COMBINED CYCLE,OP,ALBANY,"36001",USA,42.575485159000038,-73.860376514999984,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,http://www.purenergyllc.com/projects/selkirk-cogen-partners-lp/,SELKIRK COGEN PARTNERS LP,"16909",446.000000000000000,349.199999999999989,438.600000000000023,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,1254539.000000000000000,0.000000000000000,134276.000000000000000,0.043895505447546,UNKNOWN128273,NOT AVAILABLE,1.000000000000000,42.574399999999997,-73.859200000000001,"10725",1976445.250000000232831,0.000000000000000,,,424.473999999999990,21565520.550000000745058,"0","1",Not Disadvantaged
69,"2499","50292",BETHPAGE POWER PLANT,939 SOUTH BROADWAY,HICKSVILLE,NY,"11801",(302) 468-5400,"NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS FIRED COMBUSTION TURBINE; PETROLEUM LIQUIDS",OP,NASSAU,"36059",USA,40.746889196000041,-73.498444526999947,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,http://www.calpine.com/power/plant.asp?plant=214,CALPINE EASTERN CORP,"24457",240.000000000000000,184.400000000000006,193.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,4506990.000000000000000,0.000000000000000,505346.000000000000000,0.312841103814420,BETHPAGE POWER PLANT,NOT AVAILABLE,1.000000000000000,40.746899999999997,-73.499399999999994,"50292",294639.539999999979045,,,,231.893000000000001,3077096.421999999787658,"0","1",Not Disadvantaged
72,"2555","50449",INDECK SILVER SPRINGS ENERGY CENTER,1 INDECK DRIVE,SILVER SPRINGS,NY,"14550",(847) 520-3212,NATURAL GAS FIRED COMBINED CYCLE,OP,WYOMING,"36121",USA,42.653980473000047,-78.077402027999938,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://indeckenergy.com/,INDECK-ENERGY SERV SILVER SPG,"9245",56.600000000000001,51.899999999999999,62.299999999999997,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,454750.000000000000000,0.000000000000000,46523.139999999999418,0.102328723132825,INDECK SILVER SPRINGS ENERGY CENTER,NOT AVAILABLE,1.000000000000000,42.654400000000003,-78.077200000000005,"50449",275678.039999999979045,,,,123.215999999999994,2737431.205999999772757,"1","0",Disadvantaged
73,"2556","50450",INDECK OSWEGO ENERGY CENTER,105 MITCHELL ST.,OSWEGO,NY,"13126",(847) 520-3212,NATURAL GAS FIRED COMBINED CYCLE,OP,OSWEGO,"36075",USA,43.471998731000042,-76.493701737999970,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/06/11,http://indeckenergy.com/,INDECK-OSWEGO LTD PARTNERSHIP,"9244",57.399999999999999,49.799999999999997,58.200000000000003,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,181923.000000000000000,15.000000000000000,19668.000000000000000,0.045084447378555,HAMMERHILL,NOT AVAILABLE,1.000000000000000,43.471744999999999,-76.493474000000006,"50450",23850.970000000001164,,,,18.460000000000001,273281.892999999981839,"1","0",Disadvantaged
74,"2557","50451",INDECK YERKES ENERGY CENTER,1 SHERIDAN DRIVE,TONAWANDA,NY,"14150",(847) 520-3212,NATURAL GAS FIRED COMBINED CYCLE,OP,ERIE,"36029",USA,42.967300009000041,-78.917786436999961,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/06/08,http://indeckenergy.com/,INDECK-YERKES LTD PARTNERSHIP,"9243",59.899999999999999,47.399999999999999,57.100000000000001,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,218834.000000000000000,0.000000000000000,22005.000000000000000,0.052995491590082,DUPONT,NOT AVAILABLE,1.000000000000000,42.967100000000002,-78.918199999999999,"50451",51598.190000000002328,,,,42.963999999999999,593412.007999999914318,"0","1",Not Disadvantaged
75,"2559","50458",INDECK CORINTH ENERGY CENTER,24 WHITE STREET,CORINTH,NY,"12822",(847) 520-3212,NATURAL GAS FIRED COMBINED CYCLE,OP,SARATOGA,"36091",USA,43.249212303000029,-73.809540886999969,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://indeckenergy.com/,INDECK-CORINTH LTD PARTNERSHIP,"9263",147.000000000000000,130.400000000000006,135.300000000000011,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,3040158.000000000000000,0.000000000000000,384338.000000000000000,0.336458595960445,INDECK CORINTH ENERGY CENTER,NOT AVAILABLE,1.000000000000000,43.250000000000000,-73.812500000000000,"50458",698780.489999999990687,,,,72.644999999999996,7233954.603000000119209,"0","1",Not Disadvantaged
77,"2649","50744",STERLING POWER PLANT,110 EAST SENECA STREET,SHERRILL,NY,"13461",(949) 248-2917,"NATURAL GAS FIRED COMBINED CYCLE; PETROLEUM LIQUIDS",OP,ONEIDA,"36065",USA,43.080284448000043,-75.600769855999943,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,http://www.sterling-energy.com/contact/,STERLING POWER PARTNERS LP,"14182",65.299999999999997,55.899999999999999,65.200000000000003,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,38464.000000000000000,0.000000000000000,4101.000000000000000,0.008374788639204,STERLING POWER PLANT,NOT AVAILABLE,1.000000000000000,43.080337999999998,-75.600962999999993,"50744",44369.750000000000000,0.000000000000000,,,29.399999999999999,500306.250000000000000,"0","0",Error
78,"2718","50978",CARR STREET GENERATING STATION,64 CARR STREET,EAST SYRACUSE,NY,"13057",(315) 463-7639,NATURAL GAS FIRED COMBINED CYCLE,OP,ONONDAGA,"36067",USA,43.061368623000078,-76.082318695999959,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,NOT AVAILABLE,CARR STREET GENERATING STA LP,"24202",122.599999999999994,93.000000000000000,107.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,823523.000000000000000,0.000000000000000,94353.000000000000000,0.115816025924289,UNKNOWN124171,NOT AVAILABLE,1.000000000000000,43.061320000000002,-76.082390000000004,"50978",67231.250000000000000,,,,9.394000000000000,684764.574999999953434,"1","0",Disadvantaged
80,"2747","52056",NASSAU ENERGY CORP,185 CHARLES LINDBERGH BLVD,GARDEN CITY,NY,"11530",NOT AVAILABLE,NATURAL GAS FIRED COMBINED CYCLE,OP,NASSAU,"36059",USA,40.726769249000029,-73.589473331999955,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,NOT AVAILABLE,NASSAU ENERGY CORP,"19153",55.000000000000000,50.000000000000000,57.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,1915603.999999999767169,526.000000000000000,163785.470000000001164,0.373939429223744,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.726399999999998,-73.589200000000005,"52056",331365.500000000000000,0.000000000000000,,,194.090000000000003,3836186.625000000000000,"0","1",Not Disadvantaged
83,"2776","54034",RENSSELAER COGEN,39 RIVERSIDE AVENUE,RENSSELAER,NY,"12144",(518) 465-1657,NATURAL GAS FIRED COMBINED CYCLE,OP,RENSSELAER,"36083",USA,42.625101394000069,-73.750031303999947,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,www.thecoastalcorporation.com,RENSSELAER GENERATING LLC,"6838",88.200000000000003,80.400000000000006,88.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,44273.000000000000000,0.000000000000000,4829.000000000000000,0.006856414275654,RENSSELAER COGEN,NOT AVAILABLE,1.000000000000000,42.625324999999997,-73.749955000000000,"54034",184433.630000000004657,,2.097000000000000,99711.168999999994412,26.033999999999999,1793628.645000000018626,"1","0",Disadvantaged
84,"2778","54041",LOCKPORT ENERGY ASSOCIATES LP,5087 JUNCTION ROAD,LOCKPORT,NY,"14094",NOT AVAILABLE,NATURAL GAS FIRED COMBINED CYCLE,OP,NIAGARA,"36063",USA,43.161936997000055,-78.745059129999959,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/06/02,NOT AVAILABLE,LOCKPORT ENERGY ASSOCIATES LP,"11127",221.300000000000011,204.800000000000011,232.400000000000006,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,1466178.000000000000000,0.000000000000000,165453.869999999995343,0.092223769932577,UNKNOWN124205,NOT AVAILABLE,1.000000000000000,43.161946999999998,-78.744971000000007,"54041",916296.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,794.499000000000024,11633878.080000000074506,"0","1",Not Disadvantaged
85,"2784","54076",INDECK OLEAN ENERGY CENTER,140 MOORE AVE.,OLEAN,NY,"14760",(847) 520-3212,NATURAL GAS FIRED COMBINED CYCLE,OP,CATTARAUGUS,"36009",USA,42.085596035000037,-78.455058110999971,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/15,http://indeckenergy.com/,INDECK-OLEAN LTD PARTNERSHIP,"9261",90.599999999999994,78.700000000000003,87.799999999999997,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,721003.000000000000000,127.000000000000000,82859.000000000000000,0.120187928263506,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,42.085943999999998,-78.454250000000002,"54076",112717.830000000001746,,,,17.309999999999999,1069082.570000000065193,"0","1",Not Disadvantaged
87,"2796","54114",KENNEDY INTERNATIONAL AIRPORT COGEN,"JFK AIRPORT, BUILDING 49",JAMAICA,NY,"11430",NOT AVAILABLE,"NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS FIRED COMBUSTION TURBINE",OP,QUEENS,"36081",USA,40.647168000000079,-73.785211999999959,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2018/05/25,NOT AVAILABLE,KIAC PARTNERS,"10349",121.200000000000003,123.000000000000000,124.799999999999997,0.000000000000000,50.000000000000000,3.000000000000000,0.000000000000000,1.000000000000000,NG,DFO,0.000000000000000,4077763.000000000000000,0.000000000000000,452492.999999999941792,0.419954894754427,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.641700000000000,-73.777799999999999,"54114",456151.250000000000000,,,,82.269999999999996,7176251.974999999627471,"0","1",Not Disadvantaged
88,"2799","54131",FORTISTAR NORTH TONAWANDA,1070 ERIE AVE,NORTH TONAWANDA,NY,"14120",(425) 961-4700,NATURAL GAS FIRED COMBINED CYCLE,OP,NIAGARA,"36063",USA,43.048383372000046,-78.853600523999958,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.naes.com/,NORTH AMERICAN ENERGY SERVICES,"50136",65.700000000000003,59.100000000000001,60.899999999999999,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,163183.000000000000000,0.000000000000000,19874.330000000001746,0.038388479397971,FORTISTAR NORTH TONAWANDA,NOT AVAILABLE,1.000000000000000,43.048299999999998,-78.853899999999996,"54131",208751.500000000029104,,,,98.230999999999995,2418490.774999999906868,"0","1",Not Disadvantaged
89,"2803","54149",STONY BROOK COGEN PLANT,GYMNASIUM ROAD,STONY BROOK,NY,"11794",(631) 632-6000,NATURAL GAS FIRED COMBUSTION TURBINE,OP,SUFFOLK,"36103",USA,40.916808447000051,-73.128983942999980,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.eserc.stonybrook.edu/brentwood/1998/cogeneration/home.html,NISSEQUOQUE COGEN PARTNERS,"13587",47.000000000000000,44.500000000000000,47.100000000000001,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,2996333.000000000000000,14.000000000000000,295344.000000000000000,0.757641988610128,STONY BROOK COGEN PLANT,NOT AVAILABLE,1.000000000000000,40.916832999999997,-73.129056000000006,"54149",257583.000000000000000,,,,137.734000000000009,3177201.575000000186265,"0","1",Not Disadvantaged
90,"2897","54547",SITHE INDEPENDENCE STATION,76 INDEPENDENCE WAY,OSWEGO,NY,"13126",(713) 507-6400,NATURAL GAS FIRED COMBINED CYCLE,OP,OSWEGO,"36075",USA,43.495279321000055,-76.450653161999981,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,http://www.dynegy.com/about/power-generation-facilities,SITHE/INDEPENDENCE LLC,"17254",1086.099999999999909,971.000000000000000,1131.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,29584958.000000000000000,0.000000000000000,4144586.899999999441206,0.487256805816157,SITHE INDEPENDENCE STATION,NOT AVAILABLE,1.000000000000000,43.494999999999997,-76.451099999999997,"54547",5048012.750000000000000,,,,397.314000000000021,53447331.350000001490116,"0","1",Not Disadvantaged
92,"2907","54574",SARANAC FACILITY,99 WEED STREET,PLATTSBURGH,NY,"12901",NOT AVAILABLE,NATURAL GAS FIRED COMBINED CYCLE,OP,CLINTON,"36019",USA,44.713081767000062,-73.455676231999973,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,NOT AVAILABLE,SARANAC POWER PARTNERS LP,"16729",285.600000000000023,242.000000000000000,280.300000000000011,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,NOT AVAILABLE,0.000000000000000,287688.000000000000000,0.000000000000000,34238.000000000000000,0.016150609456961,SARANAC FACILITY,NOT AVAILABLE,1.000000000000000,44.713200000000001,-73.455699999999993,"54574",1306683.750000000000000,0.000000000000000,,,225.317000000000007,15974586.130000000819564,"0","1",Not Disadvantaged
93,"2911","54592",MASSENA ENERGY FACILITY,ALCOA POWER CANAL ROAD,MASSENA,NY,"13662",NOT AVAILABLE,"NATURAL GAS FIRED COMBINED CYCLE; PETROLEUM LIQUIDS",OP,ST. LAWRENCE,"36089",USA,44.950215895000042,-74.892586087999973,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,"http://www.slthermal.com/pdf/Massena,%20New%20York.pdf",POWER CITY PARTNERS LP,"15253",104.099999999999994,83.000000000000000,93.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,11020.000000000000000,0.000000000000000,1271.000000000000000,0.001748088243384,MASSENA ENERGY FACILITY,NOT AVAILABLE,1.000000000000000,44.950299999999999,-74.892799999999994,"54592",41615.250000000000000,,,,6.441000000000000,375243.450000000011642,"1","0",Disadvantaged
94,"2912","54593",BATAVIA POWER PLANT,163 CEDAR ST,BATAVIA,NY,"14020",NOT AVAILABLE,"NATURAL GAS FIRED COMBINED CYCLE; PETROLEUM LIQUIDS",OP,GENESEE,"36037",USA,42.982773919000067,-78.159615939999981,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/19,NOT AVAILABLE,SENECA POWER PARTNERS LP,"16839",67.299999999999997,49.799999999999997,60.100000000000001,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,64029.000000000000000,19.000000000000000,6717.000000000000000,0.015397205259394,BATAVIA POWER PLANT,NOT AVAILABLE,1.000000000000000,42.982799999999997,-78.159199999999998,"54593",44334.250000000000000,0.000000000000000,,,31.131000000000000,514994.049999999988358,"1","0",Disadvantaged
98,"3039","54914",BROOKLYN NAVY YARD COGENERATION,"63 FLUSHING AVE., BUILDING 41",BROOKLYN,NY,"11205",(718) 246-0870,NATURAL GAS FIRED COMBINED CYCLE,OP,KINGS,"36047",USA,40.699187013000021,-73.976394753999955,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/12,http://www.bnycogen.com/,BROOKLYN NAVY YARD COGEN PLP,"2313",322.000000000000000,250.000000000000000,296.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,NG,DFO,0.000000000000000,18416832.000000000000000,389.000000000000000,1937593.516999999992549,0.884745898173516,NOT AVAILABLE,NOT AVAILABLE,0.000000000000000,40.699356999999999,-73.976392000000004,"54914",1582839.500000000000000,,9.917000000000000,1109653.250000000000000,88.504999999999995,18596347.500000000000000,"0","1",Not Disadvantaged
99,"3184","55243",ASTORIA GAS TURBINES,31-01 20TH AVENUE,ASTORIA,NY,"11105",NOT AVAILABLE,"NATURAL GAS FIRED COMBUSTION TURBINE; PETROLEUM LIQUIDS",OP,QUEENS,"36081",USA,40.787367113000073,-73.905608110999935,"221112",FOSSIL FUEL ELECTRIC POWER GENERATION,"EIA 860, EIA 923",2014/04/07,IMAGERY,2015/05/18,http://www.nrg.com/,NRG ASTORIA GAS TURBINE OPERATIONS INC,"13582",502.800000000000011,416.399999999999977,540.899999999999977,431.000000000000000,163.300000000000011,12.000000000000000,1.000000000000000,8.000000000000000,NG,KER,0.000000000000000,278218.000000000000000,988.000000000000000,19797.000000000000000,0.005427309094259,WEST ASTORIA,NOT AVAILABLE,1.000000000000000,40.786999999999999,-73.904799999999994,"55243",182748.250000000000000,,,,560.033999999999992,2422938.500000000465661,"0","1",Not Disadvantaged
